Date,Local Route,Light Rail,Peak Service,Rapid Route,School
2024-09-30,3896.7853706092114,2349.6912014785967,153.08672855407008,3750.284368668727,1649.8620460536772
2024-10-01,4399.216726324132,2386.9127985940395,159.79213533255205,4203.638647982366,1892.325593439842
2024-10-02,4170.407307230237,2326.4042777550303,154.96654755558862,3822.17159938941,1923.6016101440691
2024-10-03,3830.040979476057,1998.2357316576476,119.51512286297898,3457.6049178986177,1848.2200999760435
2024-10-04,2853.9428606965607,1113.7998457849455,53.51717271813357,1211.0240433738038,1709.6286629002761
2024-10-05,-3846.4614329844985,-1902.8601397883203,-104.7530349312774,-4619.302191867262,14.723507024847017
2024-10-06,-5017.471226077577,-3001.537546251137,-104.80391200181117,-5711.856673768309,10.108979275558518
